t,x,y,z
7710000,0,-4.6032288114839375,9.81
7720000,0,-4.6031745283533985,9.81
7730000,0,-4.6031734169660021,9.81
7740000,0,-4.6032263424440876,9.81
7750000,0,-4.6033341869449647,9.81
7760000,0,-4.6034978499759376,9.81
7770000,0,-4.6037182487153281,9.81
7780000,0,-4.6039963183396013,9.81
7790000,0,-4.6043330123567268,9.81
7800000,0,-4.6047293029458833,9.81
7810000,0,-4.605186181303643,9.81
7820000,0,-4.6057046579967178,9.81
7830000,0,-4.6062857633214351,9.81
7840000,0,-4.606930547670073,9.81
7850000,0,-4.6076400819041297,9.81
7860000,0,-4.6084154577347283,9.81
7870000,0,-4.6092577881102406,9.81
7880000,0,-4.6101682076112924,9.81
7890000,0,-4.6111478728532971,9.81
7900000,0,-4.6121979628966265,9.81
7910000,0,-4.6133196796646097,9.81
7920000,0,-4.6145142483694608,9.81
7930000,0,-4.6157829179463397,9.81
7940000,0,-4.6171269614956403,9.81
7950000,0,-4.6185476767337317,9.81
7960000,0,-4.6200463864522385,9.81
7970000,0,-4.6216244389860917,9.81
7980000,0,-4.6232832086904736,9.81
7990000,0,-4.6250240964268308,9.81
